"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
16,1.03977054172976,0.450641495363406,0.820093007954368,1.08289371718832,0.844940583198626,0.615848146732222,0.923574542428231,0.37945780915317,0.705462534413546,0.722035496391398,1.01539429090357,0.30406300683934,1.53020733725534,0.672341833852727,0.292234814041598,0.773233398087919,0.404123993006221,0.679653879907553,0.657857096375589,0.376397488642367,0.909619304092777
17,1.05780975378648,0.457351605950185,0.829161421039873,1.10079373791291,0.852349682066791,0.622606895176279,0.935347631495253,0.384970578984761,0.712252033107526,0.73050680747935,1.03089953781619,0.309455460415846,1.53825361431104,0.678891187262063,0.294854103788711,0.780850619520065,0.407090355472541,0.687297560194982,0.667291352528658,0.379771095354253,0.920857802770429
18,1.03949352419297,0.449963247491207,0.812175940688426,1.08035953255714,0.831682004737613,0.605846735763004,0.915402924348056,0.380223926187208,0.697124154615647,0.716221824093469,1.01196349101621,0.307732033616604,1.51178092418286,0.66646474948075,0.289374176033616,0.763697161818412,0.398483755879044,0.673370770809359,0.654619105917911,0.372395299214592,0.901521973873409
19,1.02736258704757,0.44728842050175,0.809913873017314,1.0704286291018,0.832103431247232,0.605800835367575,0.911307715029413,0.37912760415634,0.69688383666777,0.712557470141602,1.00298689583344,0.305731475581387,1.5057060422735,0.662809840551634,0.287043267295677,0.763652062681207,0.39726695866615,0.670563777109444,0.647265522393549,0.370781091878332,0.897299867315343
20,1.04154066777777,0.452581427139659,0.821328586964186,1.08630342895447,0.845834932672547,0.617130473113241,0.924472162413135,0.38324156347485,0.706445529292874,0.722827759803558,1.01671702546343,0.307653070303423,1.52675870665559,0.672064841227013,0.29108282825533,0.774434426973171,0.403567713502879,0.681429498161943,0.654910873856693,0.376419430705234,0.910214441845931
21,1.02942357816553,0.44575960582184,0.806985502586875,1.07217427011614,0.829236164420404,0.604828119263689,0.909471456094648,0.377363053624462,0.692928515346674,0.711138238404274,1.00321406898534,0.303481040395473,1.49921525061392,0.661173138593778,0.286718415379398,0.759551606401559,0.396142041640098,0.670154325399289,0.646550009782238,0.369978597623457,0.8953653705211
22,1.04976558336449,0.455969731969705,0.829295850902747,1.09472212723511,0.854732194655111,0.622752317212111,0.933354540766036,0.385794491624269,0.713549769739813,0.729712285317705,1.02566758220463,0.309068860831267,1.54520064992149,0.679200755091973,0.294602423216887,0.782183949715432,0.40809636785076,0.687757087832649,0.661910771933547,0.380384060719711,0.918987679231271
23,1.04630176279108,0.452305149749019,0.816614737686606,1.08876270454328,0.837744836610158,0.611434138776484,0.921424402536941,0.382569605905956,0.700547628616762,0.720094592591429,1.01831306235889,0.3082608124372,1.51353119721318,0.668990286016093,0.290304301816536,0.767921053800802,0.400094407026394,0.677839127692696,0.65699060139506,0.374024020749589,0.906917742060341
24,1.0508303425656,0.456782506217573,0.826772494742068,1.09438149358096,0.849095333602421,0.617449539332189,0.930365585880918,0.387453979151026,0.710804647582181,0.728123670775633,1.02537519198183,0.312252802934684,1.54187024149837,0.677975466994231,0.294041764947776,0.778750817805032,0.406139531202049,0.685323662358967,0.661859444045301,0.379197286672048,0.916165191356835
25,1.04080830143854,0.451908521132597,0.813920432383177,1.0837808650341,0.834349775842933,0.607952875036913,0.917363653948272,0.383882679183738,0.69877570611114,0.717160845084861,1.01352674981364,0.310055446678421,1.50707817344459,0.666069554367254,0.288417934131453,0.765839472777567,0.397952585129237,0.674894307551425,0.652561049660554,0.37229615539651,0.902833269354083
26,1.05541926840589,0.459894685708332,0.831622127756248,1.10043314707554,0.854627920072082,0.621262023707335,0.935072389966701,0.391415762894023,0.715157508788081,0.732180910552564,1.03014998631145,0.315214017467375,1.55036759625709,0.681516147578756,0.295070766765509,0.783552203652587,0.408328259500675,0.689850603196767,0.662830743290017,0.381383197694144,0.920737952840876
27,1.03767173726494,0.450646020937834,0.809562830309162,1.08073724727003,0.82922046886344,0.60380582795422,0.912547176150408,0.383980258697549,0.694462989283379,0.713665134041275,1.00973000243935,0.31024860683019,1.49743877282098,0.662554048913086,0.286658191091435,0.761116740131755,0.395298101507732,0.672036195639479,0.648451058292456,0.370270448298215,0.89794452036764
28,1.04539963808574,0.456581829166537,0.825952652351123,1.091052472484,0.849754586868018,0.616830007287101,0.92793119908407,0.389598433218883,0.710660981625843,0.726862989950523,1.02132180088202,0.313108770700943,1.54164016206183,0.676847494318158,0.292879844632033,0.778624468205502,0.405717255596394,0.685291831867135,0.656146290415048,0.37890965276977,0.913653874314076
29,1.04950796240695,0.456056263838578,0.820897244670078,1.09436460648055,0.842901145616911,0.614039931108253,0.925238786394533,0.388566872263177,0.704516078298241,0.723320171886597,1.02209865153781,0.312536701112267,1.51773175709834,0.671316134262562,0.290419350301085,0.7723874121002,0.401157099283678,0.681729673288279,0.655780300508906,0.375470402039078,0.910290748176234
30,1.03434908638256,0.450556978304654,0.81249702433091,1.0783231056416,0.83434426581787,0.605591132783325,0.913818835822401,0.384404561572179,0.697955671897394,0.715988608164428,1.00873241717736,0.309402325480221,1.51562213404891,0.666557819266658,0.288720704233303,0.764646770865631,0.398736268377283,0.674770884056711,0.648166353129466,0.37286524843054,0.89969053526258
31,1.06091003427251,0.462488936711536,0.83578746368829,1.10753367649402,0.860579113321657,0.62600291725794,0.940699724915986,0.393974860766785,0.718645235468966,0.735467235193581,1.03565921335345,0.315715142120364,1.54984304252067,0.683320456588812,0.295639256007969,0.787878679455879,0.409388131227375,0.693305566338994,0.665148291526426,0.382484956413972,0.925654884202824
32,1.06114122637193,0.460538095019829,0.826555534497382,1.10482136075761,0.846565217191188,0.615565333002173,0.931512237163137,0.392515749328582,0.708538916902211,0.729435909563539,1.0320413529758,0.316801056317447,1.53498725101776,0.677963189426339,0.29376649071308,0.77635146184659,0.404418537786682,0.68697947125571,0.662992581613376,0.378872851772431,0.916825689495034
33,1.03337905030485,0.451194364934498,0.809773094565197,1.07677993931846,0.829405008289101,0.601103582476804,0.910932226149842,0.38608606424683,0.695473802445365,0.713419501501048,1.00715419686269,0.312059118581403,1.50487425799127,0.663491497072277,0.286984283614277,0.761824323141732,0.395736260950397,0.67142599203539,0.646751015422074,0.370676620188323,0.896572477477673
34,1.06520471826802,0.466190141339038,0.840905609441894,1.11282593680269,0.86554816986305,0.628507396837652,0.945042410109914,0.398676151867871,0.723462743457725,0.739784218736114,1.04031451147437,0.319962225614658,1.56260856619166,0.687697927904558,0.297101222833709,0.792909259009161,0.411888038484756,0.697555561092746,0.666706073802412,0.384990049442464,0.930076631953708
35,1.06570020988523,0.463166305636579,0.82801101285369,1.10999456535859,0.847058388683572,0.615614800432745,0.933257032766402,0.396289416546804,0.709301820495609,0.730848421091113,1.03558824847526,0.320289154178346,1.53265862921117,0.678470114908398,0.293438473128378,0.777236156303578,0.403933544708609,0.688579377977272,0.663056917848745,0.379033428105744,0.918275623322283
36,1.04051597827005,0.455520739358253,0.815538581409494,1.08479086943348,0.834741834774521,0.603616480753103,0.916484311622585,0.391579168455277,0.700327301232807,0.71862956327765,1.01415671942916,0.316763842034605,1.51827730015333,0.668706936477736,0.288932910964721,0.76694074946033,0.39841707325398,0.676737660523766,0.649488319374275,0.373565311787602,0.902064506933349
37,1.04216888537498,0.457012528696618,0.820711230417041,1.0892506926933,0.843695605909556,0.61184868289649,0.922364944469943,0.392675438686447,0.705628249469369,0.722141147826911,1.01706631654504,0.315512476632483,1.52094784437008,0.670679969302478,0.289282396765573,0.77337186215283,0.400760344461741,0.681056083959513,0.649673205519594,0.375272125035103,0.907426361958856
38,1.0456269736584,0.456700510829206,0.820980449031205,1.09222753463376,0.844328861268689,0.612743595983725,0.92325508172286,0.391549909522476,0.70495032261389,0.723403385144158,1.01942568266761,0.313961229881412,1.52555904915863,0.672283053519623,0.290497883405237,0.77262990391466,0.401961847905113,0.682877556367065,0.651375132706779,0.376320421053212,0.908541630544672
39,1.0265828060834,0.447931544994161,0.805849457334129,1.07178925315745,0.828774079376403,0.601262126370367,0.90680108201518,0.383346454794379,0.691963293730288,0.709951336232084,1.00108167961243,0.307158871483562,1.4962424553613,0.659803814357691,0.285383133393386,0.758474195651817,0.394436936918222,0.669740506039462,0.64093485940457,0.369181429672501,0.892245038923849
40,1.04375317130563,0.455792695350356,0.825304932687245,1.09101220353158,0.852291501146551,0.618934225618165,0.927965708285034,0.388552406279872,0.709980959087049,0.726225869034105,1.0201245640603,0.309547146317427,1.53676059730984,0.675499478732401,0.292475764289468,0.778416159307855,0.40552944382023,0.685440534582913,0.654611001953905,0.378492200502288,0.913279436420233
41,1.0422708696024,0.452115651901549,0.81502711670522,1.08667721031801,0.838490607340271,0.610440963371356,0.919012775179442,0.383942493906599,0.699190775975166,0.718689949327752,1.01510591593761,0.30719414309816,1.5112280103451,0.667525465403749,0.289506632730115,0.766636472443885,0.399437830628911,0.677448100544428,0.652650729526642,0.373485311372459,0.904320652493805
42,1.04929588801143,0.456633341160176,0.825903740228379,1.09396000464964,0.850239329457046,0.617427958553242,0.929478010964687,0.387623596824356,0.709870552514149,0.727522342945473,1.02414381436413,0.310405986076301,1.54023548005918,0.67722711165945,0.293871390334577,0.777968113598695,0.40594564364353,0.685288853196639,0.660249519092927,0.378966372182721,0.915108644083533
43,1.02609924115585,0.445587847769382,0.802334945820164,1.06877444103538,0.823793201043182,0.599661102506217,0.904551467362211,0.378027782045575,0.688672765527274,0.707179632198968,0.999291332760993,0.303948024522666,1.48652284774656,0.656820853830677,0.284752402293352,0.754899567458533,0.392658780826222,0.66554239585415,0.643841997062544,0.367195703942118,0.890195294989196
44,1.02942027756159,0.44896179445735,0.815564225743371,1.0744645788848,0.841618969218606,0.611777334630344,0.916672592618343,0.380610758501365,0.702235485403303,0.717471485146669,1.00657493038852,0.304262505044343,1.52320042325911,0.668118257924691,0.289650591198184,0.769659067160709,0.401713108959196,0.676272716243214,0.649013771529946,0.374313909941866,0.90275021849266
45,1.04388218124329,0.452277103637466,0.819786919816678,1.08843308263301,0.844917202460013,0.616970361961238,0.924449780070675,0.381921977995401,0.704233668251778,0.722022924398248,1.01790126454175,0.305294530599867,1.51851373588646,0.670444944355425,0.290784653845884,0.772381147379291,0.402394398002549,0.680569133115044,0.656219435337276,0.375428971704505,0.909854416660347
46,1.05135458176628,0.45530921794897,0.825085687041639,1.09448503931762,0.848436192018692,0.617831793951413,0.92952860075626,0.384512609546287,0.708635729520071,0.727328226457462,1.02504285959636,0.308644678311508,1.53919746695419,0.677155588660692,0.294241036615379,0.776605803477623,0.406081133567084,0.684983466895636,0.662504851322419,0.378907039053305,0.915426772747038
47,1.06433095590601,0.461430606324054,0.832888619096828,1.10752071297914,0.854521828682738,0.622478427659056,0.93909555711076,0.390306341353986,0.715184678838232,0.733894142680727,1.03685176698188,0.314581681528035,1.54459302002587,0.682082641176535,0.295925968775246,0.78385160700819,0.407956777874897,0.690240323789987,0.66983434295443,0.38122650126415,0.924403595887638
48,1.03387403783149,0.449166501444998,0.806799753247188,1.07510616255268,0.824980869414164,0.599715428386865,0.90871102901627,0.381732969464719,0.692333465609475,0.711538071431531,1.00604921208874,0.309639923944161,1.50041726631639,0.661857276697408,0.286862918850294,0.758293919884691,0.394843249074327,0.668955856032347,0.648690893070437,0.369631921484342,0.894751484101945
49,1.05268834478157,0.460225497711287,0.832366053032396,1.0985513285046,0.856169047758897,0.62218812484341,0.935377126675447,0.39202190136751,0.716645750678762,0.731899292315302,1.02861592809147,0.315506093152795,1.54798228602977,0.680752561726376,0.294280965158479,0.78530901751821,0.408086159038751,0.689447398006675,0.661443642888372,0.381018114156608,0.920898116284754
50,1.06324732569254,0.461671954655006,0.829225261032667,1.10760098550593,0.849629999706038,0.618951100783323,0.934506136282234,0.393334014240329,0.711142790289472,0.731273177631887,1.03428541188397,0.317654836168576,1.53544649371456,0.678976085525347,0.29372762836971,0.779383263744105,0.405290547891947,0.689086866550165,0.663583357736386,0.379611817439594,0.919700675171548
51,1.0406841369961,0.453824180513265,0.814593529492737,1.08400334416876,0.833692389779196,0.604394963024159,0.916228348986036,0.388409173960853,0.699284806937339,0.718005755700218,1.01380817007496,0.314420952707119,1.51611052005814,0.668101245806437,0.288979931653051,0.765888757805037,0.398426904692386,0.676159766946714,0.650591623586822,0.373292648064196,0.901970604060363
52,1.05584443917154,0.461980497703463,0.831811441195322,1.102588921701,0.85483118009917,0.620602355779912,0.935123385082709,0.395649844625757,0.715314215592279,0.731856526989524,1.03059297372128,0.318337476395199,1.54322147427845,0.68011155842027,0.29366781085089,0.783933922724424,0.40670198558475,0.689920312472484,0.6600247764999,0.380521738807549,0.920171443577511
53,1.05971961585957,0.461606416598909,0.827396969133104,1.10497486952341,0.847954700217543,0.615971614097128,0.931502763486699,0.39538371046015,0.709641229391278,0.729665039568039,1.03132890953221,0.318941465901504,1.53469337612825,0.677835779141542,0.293015382846742,0.777601205992513,0.404253636157946,0.687905151044765,0.659903202946357,0.378962715900916,0.91663289370772
54,1.04367911049602,0.456146107059742,0.817593933718153,1.08851714695536,0.837797449993404,0.606834504822112,0.919440838084928,0.391692100782616,0.701917296587356,0.720454682087052,1.01704570184288,0.316124221152172,1.51911140035754,0.669878287586402,0.289451370860053,0.768943122228008,0.399388792045449,0.678867738860296,0.650940920036713,0.374383776851361,0.904796566946025
55,1.02807355419469,0.450127938060778,0.808925010586191,1.07401443857553,0.831473316824029,0.602930307636997,0.909307239913361,0.38637180416757,0.69524864483187,0.712106624114812,1.00311001725876,0.310394098317817,1.50163942620548,0.661753339608356,0.285734820119841,0.761931642680463,0.39546767658175,0.671584183201948,0.641375170480052,0.370256484814039,0.89468434186865
56,1.04845812145731,0.458219983807203,0.827863143556681,1.09627751534548,0.854087014882216,0.620293662747171,0.93064779423368,0.391858064862159,0.711901180106187,0.728607001194059,1.02410159790659,0.312781030645234,1.53934450369835,0.677291821083038,0.292793519156154,0.780481638168787,0.406156465825735,0.688031568078892,0.655330590766021,0.379483175870859,0.915826235878202
57,1.04449785338179,0.453713824141294,0.816223498791806,1.08930191289911,0.838878356646291,0.609941373513328,0.919895033088258,0.386816102703467,0.700012340910622,0.719845429102923,1.01706600546355,0.30998821712992,1.51375987333594,0.668667314462373,0.289672559659711,0.767412599975856,0.3996147606783,0.678861662935477,0.652310572981809,0.374054463301189,0.90511851087535
58,1.05435608005504,0.459701162281681,0.829753220663124,1.09991933307661,0.853828174818719,0.619377458945987,0.933456903112864,0.391758710556062,0.713102189020392,0.730831624115635,1.02906492156061,0.313882060043751,1.54610097262873,0.680125825260272,0.294761898486686,0.781486177551754,0.407229739791917,0.688691053661159,0.661750999884415,0.380540743343419,0.91882729924941
59,1.05564958731065,0.459089692950019,0.824312924719334,1.09995355538408,0.845640565247032,0.614783645489543,0.929054419042871,0.39103823363444,0.7072136086729,0.726765490747214,1.02762913748917,0.314692741358366,1.52684768243729,0.674914575213601,0.292328373778846,0.775140148427275,0.402879502566419,0.684192631728835,0.660465126776796,0.377215015438381,0.914163734051824
60,1.05703169552876,0.46123451392665,0.828836047871371,1.10158168943286,0.850070011044276,0.616342868692851,0.932269526543729,0.393831056222553,0.711852896283312,0.730464073203856,1.0302563119653,0.317537551962551,1.54346301531027,0.679613442520959,0.294232651856989,0.779796824012707,0.405931756316867,0.687718662892506,0.662073675581194,0.379902577628439,0.917790547437418
61,1.03918768723707,0.453550587792219,0.812515550343396,1.08326291929306,0.832471373404408,0.604286991447623,0.914686995879454,0.387985189645797,0.697427982447864,0.715982730182624,1.01190700892391,0.313261372866957,1.50456750816485,0.664882663860882,0.287347607518414,0.764216847681582,0.396452628193754,0.67411868984628,0.648763229075161,0.371531598790642,0.900050377771006
62,1.03792462321889,0.454374851568791,0.818873151884556,1.08397773387398,0.842373357927637,0.610810890828559,0.919830768620668,0.38889112054427,0.704267797313899,0.720771999001545,1.0134603523273,0.31229950302548,1.52549610947973,0.6705738210625,0.289787915084644,0.771678010608584,0.401487016588835,0.679780265422761,0.649316122582074,0.375371589828686,0.90550016010212
63,1.04863273206143,0.45707071640103,0.823368097888044,1.09490769598224,0.847285339892796,0.6161938486023,0.926945255218324,0.390148738407289,0.707156141658303,0.72514713784815,1.02246055362544,0.312574102282843,1.52524265538443,0.673326601472079,0.291113614281501,0.775321179971866,0.402920404088508,0.684157720330655,0.654888381776068,0.376897391603615,0.912053858183485
64,1.03672870772532,0.451307501275252,0.812807849328166,1.08111372549505,0.835209450380052,0.60637632309289,0.914803275745457,0.384951008326466,0.697747605255399,0.716514640966693,1.0104758662156,0.309042456446924,1.51319198101115,0.666513661750923,0.288724648099999,0.764635626872653,0.398600570884392,0.675581784914148,0.64864716266665,0.37287924912218,0.900469164684747
65,1.05080289691921,0.458257006804736,0.827910091754587,1.09688878420065,0.85274636310716,0.619544913068433,0.931636606213802,0.390274902693753,0.711803589876353,0.728726685120348,1.02589436469943,0.31235581225584,1.53802423209844,0.677461364651736,0.293325096841853,0.78031164039755,0.405920502855147,0.686939628726571,0.659222235466926,0.379196479911913,0.916852966027364
66,1.04913595334703,0.455766247684556,0.81995984901836,1.09319233581965,0.841794150316046,0.612237315093043,0.923922259717025,0.387746507195248,0.703491699730264,0.723089955395273,1.02149496892268,0.311713580851783,1.52244644343175,0.671984747690117,0.291246900252831,0.771028442026914,0.401599945748865,0.681161491022445,0.65670357562454,0.375769217680546,0.909331281424016
67,1.0377876246085,0.452391509575557,0.815221682251884,1.08182360735413,0.837353527948367,0.607751427702824,0.917276762671743,0.385421390747224,0.700472513684491,0.718094026349297,1.01218361237633,0.309992958052608,1.51676401034729,0.667971301042933,0.289312871307933,0.767539693638183,0.399520822511938,0.676222013463813,0.651100467343875,0.373546207454601,0.902959636305831
68,1.05843701174811,0.461410583953622,0.832785349054195,1.10437520929224,0.856878097798629,0.62308451062659,0.937199594120132,0.392725327753597,0.715848036045357,0.733202402127409,1.03269589413986,0.315078292910861,1.54654500364885,0.681461894802168,0.294968585400442,0.78466345325222,0.408161861161808,0.69094455237237,0.663705809382187,0.381380030637249,0.922426920415777
69,1.05330389329836,0.457635320415253,0.821504124923829,1.09683104033185,0.841696237575373,0.611865275568356,0.925613637896616,0.389885748175717,0.704507850315629,0.724660711332946,1.02483263493811,0.314571882080208,1.52454522156275,0.673395764031173,0.291663118125258,0.771972671738772,0.401829336269877,0.68241323947089,0.658480910804819,0.376343412951502,0.911048728497957
70,1.03400409173618,0.451593749208968,0.812169417136626,1.07798216038477,0.83315516207222,0.60413458668625,0.913332587549191,0.385864576894959,0.69789370939013,0.715292317338719,1.00842161949495,0.311178113249478,1.51076864325112,0.66537879138757,0.287837638341237,0.764565747543042,0.397504180522987,0.673560258836699,0.647708061892588,0.371978092766765,0.899050115985817
71,1.04114771791685,0.454828798972375,0.82073734865733,1.08732404904766,0.844915817066411,0.614117121159108,0.922989813175685,0.388170012988182,0.705804209511481,0.72224847834429,1.01636284422107,0.311306566701785,1.5237863842339,0.67119060653602,0.290138211359431,0.773669972285708,0.402073410622896,0.681078851966766,0.651786793951838,0.375762838025643,0.908370855626796
72,1.04587693873393,0.454991973807619,0.820520158779743,1.09107353268829,0.843874888788855,0.613799434673439,0.923779981837477,0.387588653076615,0.704523498478669,0.72306578982166,1.01947249488985,0.310871607677065,1.52435136025587,0.672044626603735,0.290960032610057,0.772259601948208,0.402280461429787,0.681990606983067,0.654199687956353,0.376145185802386,0.909227848899174
73,1.04792517340346,0.456031818670313,0.8225734151354,1.09270593169518,0.84557277632608,0.614396677288698,0.92605994412486,0.388308900992724,0.706485998339488,0.724709856656899,1.02185447445035,0.311692292236674,1.5291406836794,0.673905791189386,0.291940672736818,0.774318901396146,0.40324519943666,0.683009302683149,0.656809369908423,0.377007115644325,0.911477358542263
74,1.0329166194168,0.449541982526995,0.809842381560593,1.07675740685823,0.831861131700309,0.604616760591049,0.911914118211599,0.382734205212875,0.695466466512417,0.71356847297376,1.00678401408899,0.307672851447508,1.504250415673,0.663344138509031,0.287346715645943,0.762205852382843,0.396670809663384,0.672136893226477,0.647353318498555,0.370980633380966,0.897515837267188
75,1.04510633367587,0.455662335691077,0.824721500849135,1.09082797270305,0.849772624144628,0.617739322139488,0.927652029877094,0.387496138201417,0.709379969735215,0.725859188941499,1.02068930102616,0.310256830389925,1.53508343885273,0.675169703991546,0.292420617998774,0.777565034636379,0.40501312174969,0.68423831867778,0.656514902346577,0.378044905245873,0.913184077565624
76,1.05498621110301,0.457846675614808,0.825528624285422,1.09941646404774,0.848250977281448,0.617765914835536,0.930463796120178,0.388741516088135,0.708507248678167,0.727705189406878,1.02758054916965,0.312184306668162,1.53106700445688,0.676041613000718,0.29300397637451,0.776683862893392,0.404464755595763,0.685638947080056,0.661051237953961,0.378171602005838,0.915751252613832
77,1.0432806001561,0.45372464699458,0.817154866365542,1.08648921473534,0.838178286613029,0.608759967874851,0.919992858664242,0.386025515460783,0.701600154778347,0.720301183818163,1.01658392720132,0.311139142313456,1.52096472007003,0.670151267718764,0.290484552876025,0.768686436306471,0.40052165432033,0.67809356808831,0.654584964055398,0.374619853119167,0.90572252654744
78,1.04586520968455,0.45604753784144,0.822414806227608,1.09067941060258,0.845107147722876,0.614251949339083,0.925489558979955,0.38833131488796,0.706957671143114,0.724018669754236,1.02029665778124,0.312369732319332,1.52699928927607,0.673012847803557,0.291267866130282,0.77478807608003,0.402734968742543,0.681849654989939,0.656129005895192,0.376454191960546,0.910918280357199
79,1.041975044428,0.45353100668708,0.816972981924813,1.08626214153108,0.838957554780443,0.610135429375132,0.919673072525921,0.386250316589951,0.701590968957,0.719897609571159,1.01542283996877,0.310864145128862,1.51780134080194,0.669176391281555,0.289682411175194,0.768868995962608,0.400238273846092,0.678331614004011,0.652360269518257,0.374330216919589,0.905275450272437
80,1.04998572729363,0.457521350781132,0.825773066033804,1.09519608066607,0.849006775203422,0.61702416209467,0.929143790036426,0.389738503884479,0.709676167116252,0.727162917412372,1.02435803376399,0.313102117330022,1.53507325901553,0.676163202960186,0.292671774629971,0.777779989381477,0.404810064950444,0.685357944706811,0.658180772040861,0.378355552502634,0.914589950067795
81,1.05110373501396,0.457152836009481,0.822711262934228,1.09550498219968,0.844362125474391,0.614025905918608,0.926605188336423,0.389448003530661,0.70618637375973,0.725112624671527,1.02388318832252,0.313523892732378,1.5267881980827,0.673853649137339,0.291757444747901,0.773945937995034,0.402686718381334,0.683160029090027,0.657742500813158,0.376819426357425,0.911950646556788
